Nom,Prix,Prix barré,Lien
Écouteurs Filaires Supra-auriculaires Bleu,"1,588 FCFA","2,442 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0UYWC4NAFAMZ-40315664&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Support Pour Téléphone Portable - Noir,"1,350 FCFA","2,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA00BJWBNAFAMZ-40852686&return=%2Ftelephone-tablette%2F%3Fpage%3D40
BQ618 Oreillette Bluetooth Sans Fil Intelligente Blanc,"7,866 FCFA","14,580 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1CG1ERNAFAMZ-25665884&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Téléphone Fixe H950 Avec 2 Puces - NOIR,"30,000 FCFA","40,000 FCFA",https://www.jumia.ci/generic-telephone-fixe-h950-avec-2-puces-noir-30963805.html
"Samsung Galaxy Note 10- 6.3"" - 256Go/8Go Ram - 12Mpx - Black - Garantie 3Mois 2SIM","190,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=SA024MP13HISJNAFAMZ-18417676&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Coque Transparente Pour Samsung Galaxy S23 FE,"2,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA00TNABNAFAMZ-41067114&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Coque Infinix hot 50 pro plus rob,"7,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA068RWFNAFAMZ-40997956&return=%2Ftelephone-tablette%2F%3Fpage%3D40
"Mini Câble Adaptateur TYPE C Vers Jack 3.5mm, Connecteur De Casque","3,550 FCFA","5,600 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0FF9GVNAFAMZ-20796814&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Adaptateur 20 W USB-C Vers Kit De Chargement Lightning,"1,700 FCFA","5,098 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA160EOCNAFAMZ-40547756&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Smart Berry Montre Intelligente Connectée - SIM - Bluetooth,"12,500 FCFA","20,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0HVH98NAFAMZ-35382545&return=%2Ftelephone-tablette%2F%3Fpage%3D40
"Lot De 2 Antichocs Compatible LG Wing 5G (6.8"" Pouces) - Transparent","5,000 FCFA","10,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1ATLV0NAFAMZ-40266511&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Coque En Silicone IPhone 14 Pro Max + 1 Antichoc 9D - Rouge,"5,600 FCFA","10,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0ENZWSNAFAMZ-32269381&return=%2Ftelephone-tablette%2F%3Fpage%3D40
"Samsung Galaxy A55 - 5G - 6,6"" - 2 SIM - 8Go RAM - 256Go - 32Mpx/50Mpx - 5000 MAh - Noir","243,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=SA024MP0GX404NAFAMZ-40383497&return=%2Ftelephone-tablette%2F%3Fpage%3D40
POHB 20000 MAh Ultra Slim Portable Power Banks-Y83,"9,350 FCFA","30,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=PO230EA005KR0NAFAMZ-35360468&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Tecno Montre Connectée -  WATCH PRO 2,"25,000 FCFA","32,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=TE292EA1D7BZBNAFAMZ-41166831&return=%2Ftelephone-tablette%2F%3Fpage%3D40
"Mobil Mobiwire H30 - Ecran 1.8 "" - 1 SIM - GSM - Noir + Nokia 105","16,800 FCFA","32,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MO005MP11O9RVNAFAMZ-41118677&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Lenovo XT92 Écouteurs De Jeu Sans Fil BT5.1,"7,700 FCFA","14,628 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=LE018EA0MYJBGNAFAMZ-40547945&return=%2Ftelephone-tablette%2F%3Fpage%3D40
XIAOMI Redmi 14C - 6.88 - 4G - 13/50 Mpx - 8/256 Go - Vert - Garantie 12 Mois,"74,000 FCFA","100,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=XI928MP1DW0MZNAFAMZ-40813581&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Écouteurs Filaire Y10 Extrem Bass,"1,550 FCFA","5,000 FCFA",https://www.jumia.ci/generic-ecouteurs-filaire-y10-extrem-bass-27895427.html
Mobil Nokia 5710  Nouveaux Model Ecouteur Intégrer 2 Sim Couleur NOIR/ROUGE,"18,990 FCFA","30,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MO005MP041HQFNAFAMZ-41011669&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Coque En Silicone Compatible Redmi Note 13 Pro 4G + 1 Antichoc - Noir,"5,000 FCFA",,https://www.jumia.ci/generic-coque-en-silicone-compatible-redmi-note-13-pro-4g-1-antichoc-noir-30159909.html
Adaptateur Type-c Vers Sortie Audio,"4,000 FCFA","5,800 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0BMUOANAFAMZ-35117718&return=%2Ftelephone-tablette%2F%3Fpage%3D40
PowerBank 80000 MAH durable charge plusieurs fois,"24,500 FCFA","30,000 FCFA",https://www.jumia.ci/generic-powerbank-80000-mah-durable-charge-plusieurs-fois-29988516.html
Tecno 402,"12,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=TE292MP0MXBHZNAFAMZ-40975012&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Fast Charger POWERBANK LONGUE DURÉE 20000 MAh,"12,900 FCFA","18,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=FA124EA01R5CCNAFAMZ-32294326&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Coque Transparente Pour Samsung Galaxy A55,"2,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA10JNKZNAFAMZ-41067120&return=%2Ftelephone-tablette%2F%3Fpage%3D40
"(2 Paquets) Protecteur D'écran Pour Samsung Galaxy Tab A9 Plus, Verre Trempé HD Transparent Anti-rayures Sans Bulles","4,500 FCFA","10,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1FBVOKNAFAMZ-40280883&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Oraimo Écouteurs Sans Fil SpaceBuds Hybrid ANC OTW_630 Noir,"24,990 FCFA",,https://www.jumia.ci/ecouteurs-sans-fil-spacebuds-hybrid-anc-otw630-noir-oraimo-mpg852426.html
Infinix   Infinix-Buds Lite nouveaux désigne autonomie 24h après charge complet  haute qu'aliter de Song,"12,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=IN805EA1GR6G7NAFAMZ-41001178&return=%2Ftelephone-tablette%2F%3Fpage%3D40
Chargeur De Téléphone Portable 4USB 3A,968 FCFA,"2,926 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0JYEF0NAFAMZ-40339489&return=%2Ftelephone-tablette%2F%3Fpage%3D40
"Itel SMARTPHONE S25 Ultra 6,78"" Gris AMOLED 256+8 4G Android-Ocean","125,000 FCFA",,https://www.jumia.ci/itel-smartphone-s25-ultra-678-gris-amoled-2568-4g-android-ocean-30755311.html
Coque Bague Xiaomi Redmi Note 13 Pro Plus+ 5G,"4,820 FCFA","5,000 FCFA",https://www.jumia.ci/generic-coque-bague-xiaomi-redmi-note-13-pro-plus-5g-29974258.html
Infinix Ecouteurs Bluetooth XBUDS  XE31,"9,000 FCFA",,https://www.jumia.ci/ecouteurs-bluetooth-xbuds-xe31-infinix-mpg813684.html
Support De Téléphone Sans Fil à Chargement Rapide,"6,700 FCFA","20,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0GH2B7NAFAMZ-40754590&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Casque Audio Sans Fil Mono Bluetooth - Noir,"8,700 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EL182VVXNAFAMZ-20131691&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Oraimo SpaceBuds Ecouteurs à Réduction De Bruit ANC 50dB Avec Personnalisation Des Commandes Vocales,"26,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=OR234EA0SW3WNNAFAMZ-41204935&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Coque Transparente Compatible IPhone 15 Pro Max,"2,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1E8X7ZNAFAMZ-40999022&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Coque Compatible Avec SamsunG Galaxy A16  5G Avec Anneau / Un Anti Choc Offert,"5,420 FCFA","10,000 FCFA",https://www.jumia.ci/generic-coque-compatible-avec-samsung-galaxy-a16-5g-avec-anneau-un-anti-choc-offert-29999480.html
Casque Mignon Chat Oreille Sans Fil Stéréo Bluetooth Casque écouteurs Pliable Carte TF Avec Microphone,"6,900 FCFA","15,800 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0AOX5KNAFAMZ-36307840&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Samsung Galaxy A16 4G RAM 4Go - ROM 128Go - Noir- Garantie 24 Mois,"87,000 FCFA","160,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024MP06S2CFNAFAMZ-40997846&return=%2Ftelephone-tablette%2F%3Fpage%3D41
"Kodak Carte Memoire Original,micro SD-XC,64 GB Ultra HD 4K,A1/V30/U3","5,900 FCFA","8,950 FCFA",https://www.jumia.ci/kodak-carte-memoire-originalmicro-sd-xc64-gb-ultra-hd-4ka1v30u3-29936357.html
"Oukitel WP35 5G Téléphone Portable Incassable 5G - 24GO RAM 256GO, Batterie 11000mAh, 5G Dual SIM, 6.6"" FHD+, Android 14, 64MP Caméra Principale, 32MP Caméra Secondaire, GPS/NFC/OTG","185,500 FCFA","295,000 FCFA",https://www.jumia.ci/oukitel-wp35-5g-telephone-portable-incassable-5g-24go-ram-256go-batterie-11000mah-5g-dual-sim-6.6-fhd-android-14-64mp-camera-principale-32mp-camera-secondaire-gpsnfcotg-30414156.html
Montres Connectées écouteur Bluetooth Haute Qualité,"12,500 FCFA","17,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0Y20PQNAFAMZ-36876744&return=%2Ftelephone-tablette%2F%3Fpage%3D41
"Boitier De Charge Original . Charge Ultra Rapide 25 W, Port USB De Type C (sans Câble),","3,000 FCFA - 4,000 FCFA",,https://www.jumia.ci/generic-boitier-de-charge-original-.-charge-ultra-rapide-25-w-port-usb-de-type-c-sans-cable-30008843.html
LG A395- Noir/gris- 4 Puces - Gsm- MP3 - Radio FM- 1500mAh,"29,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=LG178MP1NFASKNAFAMZ-35368370&return=%2Ftelephone-tablette%2F%3Fpage%3D41
H7 Sans Fil Bluetooth 5.0 Casque Stéréo HIFI écouteur,"8,400 FCFA","15,537 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0ECDH6NAFAMZ-35132426&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Ecouteurs Bluetooth Sans Fil V8 - Noir,"4,050 FCFA","5,559 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=UN867EA01358KNAFAMZ-35624068&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Support De Téléphone Mini Octopus-Rouge,"2,100 FCFA","4,990 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0A51Z7NAFAMZ-40775193&return=%2Ftelephone-tablette%2F%3Fpage%3D41
"Samsung Galaxy A56 - 6.7"" - 5G RAM 12Go - ROM 256Go - Caméra 50+12+5MP - 5000mAh - Awesome Graphite","280,000 FCFA","350,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024MP01FBJ7NAFAMZ-41292638&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Tecno Camon 40 - 6.78 Pouces- 4G - (8+8)Go RAM + 256Go ROM – 32MP/50MP+8MP - 5200 MAh – Vert,"139,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=TE292MP0V5N63NAFAMZ-41246226&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Apple AirPods Pro (2e Génération) Avec étui De Chargement MagSafe (USB C),"199,000 FCFA","380,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=AP009EA13J0JVNAFAMZ-41057696&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Coque En Silicone Compatible IPhone XS Max - Rouge,"3,000 FCFA","6,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0JC6XMNAFAMZ-34424833&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Casque Bluetooth SH10,"6,400 FCFA","120,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0OE7UVNAFAMZ-20556197&return=%2Ftelephone-tablette%2F%3Fpage%3D41
"Tecno Camon 40 - 6.78""- 4G - 2 SIM - (8+8)Go RAM - 256Go ROM – 32Mpx/50MP+8MP","139,500 FCFA","240,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=TE292MP0QN8PVNAFAMZ-41288758&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Pro 11 - Ecouteur Bluetooth Sans Fil Pro 11 - blanc,"7,100 FCFA","10,800 FCFA",https://www.jumia.ci/pro-11-ecouteur-bluetooth-sans-fil-pro-11-blanc-30103381.html
Oraimo FreePods3 Écouteurs Stéréo Sans Fil - Blanc,"18,600 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=OR234EA0H03KMNAFAMZ-26034449&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Stylet Pour Ipad (2018-2023),"6,900 FCFA","16,806 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=CO754EA168H14NAFAMZ-39053271&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Samsung Galaxy A16 4G RAM 8Go - ROM 256Go - Noir- Garantie 24 Mois,"135,000 FCFA","195,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024MP0TZYXRNAFAMZ-40997840&return=%2Ftelephone-tablette%2F%3Fpage%3D41
VJ901 Wireless Bluetooth Headphones With Noise Cancellation And 60 Hours Of Battery Life,"9,315 FCFA","22,328 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA14FAC0NAFAMZ-36299607&return=%2Ftelephone-tablette%2F%3Fpage%3D41
"XIAOMI Redmi NOTE 14 - 6.67""- Dual SIM - 4G - 128GO ROM - 6RAM - 20MP/108MP - 5000 MAH - BLEU","109,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=XI928MP06CUI7NAFAMZ-40997074&return=%2Ftelephone-tablette%2F%3Fpage%3D41
XIAOMI ANTI-CHOC MATE REDMI NOTE 13 PRO PLUS ( Fume),"5,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=XI928EA0UTD0UNAFAMZ-37484327&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Itel Tablette VistaTab 10 - 10Pouces HD - 128GB / 4GB RAM 4G - 6000mAh - Blue,"76,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=IT293MP08H10RNAFAMZ-41246142&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Coque Transparente Tecno Camon 40 Pro Avec 1 Antichoc 5D,"5,500 FCFA",,https://www.jumia.ci/generic-coque-transparente-tecno-camon-40-pro-avec-1-antichoc-5d-30971404.html
Oraimo Ecouteur Filaire Oraimo Gauche Et Droite - Noir,"2,474 FCFA","5,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=OR234EA13LAY7NAFAMZ-25777291&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Support De Téléphone Antidérapant Pour Moto Et Vélo Supporte Tous Les Smartphones,"4,800 FCFA","6,980 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0BAJKCNAFAMZ-40367487&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Infinix Coque Compatible à Hot 50 Pro Plus Noir Rabat,"6,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=IN805EA1GRU4ZNAFAMZ-41789126&return=%2Ftelephone-tablette%2F%3Fpage%3D41
XIAOMI Redmi 14C - 128gb- (4+4 )Gb -Noir,"59,900 FCFA","105,500 FCFA",https://www.jumia.ci/xiaomi-redmi-14c-128gb-44-gb-noir-30150450.html
Coque Magnétique Transparente Pour Samsung  Galaxy Z Fold 3 Compatible Avec Chargeur Sans Fil,"5,410 FCFA","10,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0JG9USNAFAMZ-36405939&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Montre Connectée Tactile,"16,000 FCFA","19,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070FC0I5VXUNAFAMZ-34915158&return=%2Ftelephone-tablette%2F%3Fpage%3D41
Montre Connectée 4G Prend Puce 16 Giga Mémoire Interne,"35,000 FCFA","40,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1KHB1MNAFAMZ-35185830&return=%2Ftelephone-tablette%2F%3Fpage%3D41
"XIAOMI REDMI 14C - 6.88"" - 128GO ROM - (4+4)GO RAM - 2 SIM - 4G - 13MP/50MP - 5160 MAH -VIOLET","58,000 FCFA","120,000 FCFA",https://www.jumia.ci/xiaomi-redmi-14c-6.88-128go-rom-44go-ram-2-sim-4g-13mp50mp-5160-mah-violet-30959532.html
Oraimo PROMO PowerBank ORAIMO Charge Rapide 20000mah,"17,500 FCFA","19,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=OR234EA0WBT46NAFAMZ-34818183&return=%2Ftelephone-tablette%2F%3Fpage%3D42
"IPHONE 15 PRO - 6.1"" Super Retina XDR OLED – 128GB - 5G – 3349 MAh - 24 Mois De Garantie","639,900 FCFA","750,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0EB0WBNAFAMZ-40850789&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Pro A9 ANC écouteurs Bluetooth ANC+Enc Smart Screen Style Avec 16 Langues,"8,450 FCFA","19,000 FCFA",https://www.jumia.ci/pro-a9-anc-ecouteurs-bluetooth-ancenc-smart-screen-style-avec-16-langues-30182914.html
Renewed Apple IPhone 6 Plus 99.9%NEW 1GB RAM+64GB ROM 2915mAh Single SIM 5.5 Inch Screen Retina HD Camera 8MP Touch ID Refurbished Smartphone【Local Customer Service】,"46,275 FCFA","65,618 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=RE159MP0T59ZZNAFAMZ-40969247&return=%2Ftelephone-tablette%2F%3Fpage%3D42
XIAOMI ANTI-CHOC XIAOMI MI 11 ULTRA (ORIGINAL TOUT COLLE),"6,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=XI928EA0DRUTINAFAMZ-34736786&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Oraimo Necklace 4 OEB-E30D - Écouteurs Bluetooth - Réduction De Bruit ENC,"16,500 FCFA","45,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=OR234EA1K3SUUNAFAMZ-35031469&return=%2Ftelephone-tablette%2F%3Fpage%3D42
"Tecno Camon 40 - 6.78""- 4G - 2 SIM - (8+8)Go RAM  - 256Go ROM – 32MP/50MP+8MP - 5200 MAh – Noir","139,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=TE292MP1FC8YNNAFAMZ-41818709&return=%2Ftelephone-tablette%2F%3Fpage%3D42
"Tecno Pop 9 - 6,67"" - 4G - 2 SIM - 64GB Rom - (3+3)GB Ram - 8MP/13MP - 5000 MAh - Blanc","56,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=TE292MP1LF9AGNAFAMZ-40737885&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Apple IPhone 16 Pro ( 256 Go) - Titane Naturel,"819,000 FCFA","1,300,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=AP009MP0UAKYJNAFAMZ-41056796&return=%2Ftelephone-tablette%2F%3Fpage%3D42
M10 - ÉCOUTEURS SANS FIL BLUETOOTH 5.1 Hi-Fi STÉRÉO - NOIR,"5,550 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0UBN1MNAFAMZ-34414630&return=%2Ftelephone-tablette%2F%3Fpage%3D42
"Ulefone Armor 27T Pro 5G Smartphone Robuste Caméra D'imagerie Thermique Android 14 24 Go + 256 Go 10600 MAh / 33 W Dimensity 6300 50MP + 64MP Vision Nocturne 6,78 ""FHD + 120 Hz Double SIM Téléphone Portable ID D'empreintes Digitales NFC","313,000 FCFA","395,900 FCFA",https://www.jumia.ci/ulefone-armor-27t-pro-5g-smartphone-robuste-camera-dimagerie-thermique-android-14-24-go-256-go-10600-mah-33-w-dimensity-6300-50mp-64mp-vision-nocturne-678-fhd-120-hz-double-sim-telephone-portable-id-dempreintes-digitales-nfc-30122055.html
Tecno SPARK 30  - 6.78 Pouces - 4G - 2 SIM - 128GB - (8+8)GB De RAM - 13MP/64MP - 5000 MAh - Noir,"91,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=TE292MP011DOJNAFAMZ-40798270&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Mobil Mobi Nokia 3310 GSM 2.4'' Radio FM Dual / Double SIM Torche 1200 Mah Couleur BLEU GRIS,"15,500 FCFA","25,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MO005MP0I8JHVNAFAMZ-41476233&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Honor X5b Plus - 6.56'' - 2 Sim - 4/128 Go - 50Mpx - 4G LTE - 5200mAh - Bleu,"60,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=HO889MP0V9KOJNAFAMZ-41747468&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Coque en silicone compatible Redmi Note 14 Pro Plus 5G avec 1 antichoc - Noir,"6,000 FCFA","10,000 FCFA",https://www.jumia.ci/generic-coque-en-silicone-compatible-redmi-note-14-pro-plus-5g-avec-1-antichoc-noir-30150971.html
"Support De Téléphone Portable Pour Vélo Et Moto, Étui De Guidon De Rétroviseur","5,000 FCFA","9,000 FCFA",https://www.jumia.ci/generic-support-de-telephone-portable-pour-velo-et-moto-etui-de-guidon-de-retroviseur-29941580.html
Étui 2 En 1 En PC Frame + Verre Trempé Pour Apple Watch Series 9 / 8 / 7 45mm - Argent,"3,220 FCFA","5,400 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0WX9IKNAFAMZ-40408561&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Oraimo Casque boompop lite durable,"17,000 FCFA","30,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=OR234EA0C1BM7NAFAMZ-40987902&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Pro Ecouteurs Bluetooth San Fil Pro 6 Plus - Blanc,"6,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA05L0VVNAFAMZ-40857803&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Oraimo Powerbank - PowerBox 400 Vision - OPB-P7400Q - 40000mAh - 22.5W - 04 Sorties,"25,000 FCFA","30,000 FCFA",https://www.jumia.ci/powerbank-powerbox-400-vision-opb-p7400q-40000mah-22.5w-04-sorties-oraimo-mpg827207.html
TELEPHONE -Dual  SIM-WPH-E1190-bleu Foncé,"7,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0JVVRFNAFAMZ-41026453&return=%2Ftelephone-tablette%2F%3Fpage%3D42
"Samsung Galaxy A16 4G- 6,7"" -  RAM 8Go - ROM 256Go 5000MAH W","119,900 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=SA024MP15O8KFNAFAMZ-40974290&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Motorola edge bord plus 5G* 6.7 Pouces (256GB- 12GB RAM) Bleu. 5000mAh-108Mpx . 1sim,"195,000 FCFA","205,000 FCFA",https://www.jumia.ci/motorola-edge-bord-plus-5g-6.7-pouces-256gb-12gb-ram-bleu.-5000mah-108mpx-.-1sim-30073794.html
"XIAOMI REDMI A3X - 6.71""- 64GO ROM - 3GO RAM - 2SIM - 4G - 5/8 MP - 5000MAH - W","48,900 FCFA","60,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=XI928MP0YKPBWNAFAMZ-40550220&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Tecno Spark 30C - 128Go Rom - (4+4)Go Ram - 2 Sim - 50 MP - 5000MAH- Blanc,"75,000 FCFA",,https://www.jumia.ci/tecno-spark-30c-128go-rom-44go-ram-2-sim-50-mp-5000mah-blanc-30803585.html
Genetic Powerbank Solaire 60000mAh,"29,500 FCFA",,https://www.jumia.ci/genetic-powerbank-solaire-60000mah-29666815.html
Tecno T315- 2 Pouces -2 Sim - Radio FM - Camera - Batterie 2000 MAh,"11,500 FCFA",,https://www.jumia.ci/tecno-t315-2-pouces-2-sim-radio-fm-camera-batterie-2000-mah-30177584.html
Coque Compatible Samsung Galaxy Z Fold 5 Xundd - Transparent,"14,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1839S8NAFAMZ-32927578&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Atouch Tablette Android Pour Enfants  A39 - 8 Go 256 Go - 5 000 MAh (édition Noël)  7 Pouces Couleur : Violet,"30,000 FCFA",,https://www.jumia.ci/atouch-tablette-android-pour-enfants-a39-8-go-256-go-5-000-mah-edition-noel-7-pouces-couleur-violet-30332974.html
Power Bank De 40000 MAh,"6,900 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA160X0BNAFAMZ-21232052&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Casque Bluetooth SH12 Noir Nouveauté 2024 / 2025 - Bass - prend Mémoire + FM,"8,450 FCFA","12,000 FCFA",https://www.jumia.ci/generic-casque-bluetooth-sh12-noir-nouveaute-2024-2025-bass-prend-memoire-fm-29977752.html
"Nokia G11 Plus - 6,5""- 4G - Dual Sim - 4Go/64Go - 8Mpx - 5000 MAh - Gris","71,150 FCFA","86,135 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=NO228MP0LLM7GNAFAMZ-39702928&return=%2Ftelephone-tablette%2F%3Fpage%3D42
"Barre De Son Filaire, Barre De Son TV Avec Caisson De Basses, USB HiFi 360 Degrés","5,582 FCFA","7,618 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA01WSLANAFAMZ-34824693&return=%2Ftelephone-tablette%2F%3Fpage%3D42
"Samsung SM-B310E - 2,0 Pouce- Double SIM- Radio Fm- Mp3- Torche- Batterie 800mAh-N","11,500 FCFA",,https://www.jumia.ci/sm-b310e-20-pouce-double-sim-radio-fm-mp3-torche-batterie-800mah-n-samsung-mpg848878.html
"Lot De 2 Antichocs Compatible LG Velvet 5G (6.8""pouces) - Transparent","5,000 FCFA","9,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0PVE8ENAFAMZ-36954261&return=%2Ftelephone-tablette%2F%3Fpage%3D42
"Android, Apple, Téléphone Portable, Tablette Stylet Pour écran Tactile, Stylet Capacitif Universel","7,680 FCFA","15,380 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070HA0I7NRWNAFAMZ-39711189&return=%2Ftelephone-tablette%2F%3Fpage%3D42
Pro 5s Bluetooth sans fil,"5,000 FCFA","9,000 FCFA",https://www.jumia.ci/pro-5s-bluetooth-sans-fil-30183393.html
